State,County,Month,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F)
South Dakota,Minnehaha County,1,21.88,8.2
South Dakota,Minnehaha County,2,27.27,13.2
South Dakota,Minnehaha County,3,40.92,25.68
South Dakota,Minnehaha County,4,57.5,38.78
South Dakota,Minnehaha County,5,69.26,49.92
South Dakota,Minnehaha County,6,79.38,59.46
South Dakota,Minnehaha County,7,87.02,64.82
South Dakota,Minnehaha County,8,86.1,61.71
South Dakota,Minnehaha County,9,75.63,51.81
South Dakota,Minnehaha County,10,60.09,40.93
South Dakota,Minnehaha County,11,42.11,26.86
South Dakota,Minnehaha County,12,26.08,13.35
South Dakota,Moody County,1,20.64,6.4
South Dakota,Moody County,2,25.97,11.57
South Dakota,Moody County,3,39.36,24.2
South Dakota,Moody County,4,56.45,37.68
South Dakota,Moody County,5,68.41,48.9
South Dakota,Moody County,6,78.33,58.19
South Dakota,Moody County,7,85.85,63.48
South Dakota,Moody County,8,85.13,60.39
South Dakota,Moody County,9,74.57,50.47
South Dakota,Moody County,10,59.17,39.71
South Dakota,Moody County,11,41.1,25.55
South Dakota,Moody County,12,25.1,11.69
South Dakota,Pennington County,1,30.52,16.87
South Dakota,Pennington County,2,34.67,20.24
South Dakota,Pennington County,3,44.17,27.73
South Dakota,Pennington County,4,56.61,37.51
South Dakota,Pennington County,5,67.31,47.03
South Dakota,Pennington County,6,78.58,57.37
South Dakota,Pennington County,7,87.91,65.88
South Dakota,Pennington County,8,86.53,64.07
South Dakota,Pennington County,9,75.07,53.04
South Dakota,Pennington County,10,60.02,40.89
South Dakota,Pennington County,11,44.18,28.38
South Dakota,Pennington County,12,32.42,18.43
South Dakota,Perkins County,1,26.47,11.88
South Dakota,Perkins County,2,31.74,16.68
South Dakota,Perkins County,3,41.99,25.64
South Dakota,Perkins County,4,56.42,36.51
South Dakota,Perkins County,5,67.7,46.64
South Dakota,Perkins County,6,78.58,56.19
South Dakota,Perkins County,7,88.16,64.25
South Dakota,Perkins County,8,86.85,62.4
South Dakota,Perkins County,9,74.83,51.74
South Dakota,Perkins County,10,59.44,39.72
South Dakota,Perkins County,11,42.38,26.34
South Dakota,Perkins County,12,29.21,15
South Dakota,Potter County,1,22.16,8.5
South Dakota,Potter County,2,27.38,13.57
South Dakota,Potter County,3,39.86,25
South Dakota,Potter County,4,56.63,37.61
South Dakota,Potter County,5,68.52,48.5
South Dakota,Potter County,6,79.35,58.29
South Dakota,Potter County,7,88.28,65.81
South Dakota,Potter County,8,86.9,63.45
South Dakota,Potter County,9,75.11,52.85
South Dakota,Potter County,10,59.17,40.69
South Dakota,Potter County,11,41.18,26.3
South Dakota,Potter County,12,26.36,13.41
South Dakota,Roberts County,1,17.83,4.26
South Dakota,Roberts County,2,23.41,9.62
South Dakota,Roberts County,3,36.49,22.53
South Dakota,Roberts County,4,54.92,37.15
South Dakota,Roberts County,5,67.41,48.46
South Dakota,Roberts County,6,77.12,57.41
South Dakota,Roberts County,7,85.65,63.61
South Dakota,Roberts County,8,84.8,61.29
South Dakota,Roberts County,9,73.24,51.16
South Dakota,Roberts County,10,57.48,39.6
South Dakota,Roberts County,11,38.63,24.78
South Dakota,Roberts County,12,22.4,10.19
South Dakota,Sanborn County,1,22.41,8.07
South Dakota,Sanborn County,2,28.38,13.64
South Dakota,Sanborn County,3,42.21,26.29
South Dakota,Sanborn County,4,58.96,39.26
South Dakota,Sanborn County,5,70.63,49.99
South Dakota,Sanborn County,6,81.48,59.99
South Dakota,Sanborn County,7,90.57,66.66
South Dakota,Sanborn County,8,89.24,63.71
South Dakota,Sanborn County,9,77.85,53.36
South Dakota,Sanborn County,10,61.61,41.59
South Dakota,Sanborn County,11,43.42,27.01
South Dakota,Sanborn County,12,27.06,13.23
South Dakota,Shannon County,1,32.28,18.15
South Dakota,Shannon County,2,36.95,21.7
South Dakota,Shannon County,3,46.97,29.36
South Dakota,Shannon County,4,59.21,39.01
South Dakota,Shannon County,5,69.83,48.58
South Dakota,Shannon County,6,81.02,59.03
South Dakota,Shannon County,7,90.09,67.33
South Dakota,Shannon County,8,88.74,65.53
South Dakota,Shannon County,9,77.55,54.59
South Dakota,Shannon County,10,62.41,42.23
South Dakota,Shannon County,11,46.2,29.43
South Dakota,Shannon County,12,34.03,19.44
South Dakota,Spink County,1,18.43,4.25
South Dakota,Spink County,2,25.2,10.47
South Dakota,Spink County,3,39.63,24.16
South Dakota,Spink County,4,57.85,38.38
South Dakota,Spink County,5,70.1,49.53
South Dakota,Spink County,6,80.65,59.19
South Dakota,Spink County,7,89.62,66.3
South Dakota,Spink County,8,88.41,63.65
South Dakota,Spink County,9,76.53,52.96
South Dakota,Spink County,10,60.2,40.63
South Dakota,Spink County,11,40.71,25.1
South Dakota,Spink County,12,23.27,9.76
South Dakota,Stanley County,1,24.98,11.44
South Dakota,Stanley County,2,30.41,16.44
South Dakota,Stanley County,3,42.79,26.96
South Dakota,Stanley County,4,58.99,38.99
South Dakota,Stanley County,5,70.56,49.27
South Dakota,Stanley County,6,81.96,59.66
South Dakota,Stanley County,7,91.04,67.63
South Dakota,Stanley County,8,89.7,65.57
South Dakota,Stanley County,9,77.91,54.8
South Dakota,Stanley County,10,61.68,42.18
South Dakota,Stanley County,11,43.77,28.06
South Dakota,Stanley County,12,28.97,15.52
South Dakota,Sully County,1,23.43,9.93
South Dakota,Sully County,2,28.83,15.04
South Dakota,Sully County,3,41.46,26.21
South Dakota,Sully County,4,57.97,38.64
South Dakota,Sully County,5,69.74,49.34
South Dakota,Sully County,6,80.81,59.46
South Dakota,Sully County,7,89.7,67.07
South Dakota,Sully County,8,88.3,64.62
South Dakota,Sully County,9,76.63,54.08
South Dakota,Sully County,10,60.5,41.76
South Dakota,Sully County,11,42.47,27.31
South Dakota,Sully County,12,27.55,14.47
South Dakota,Todd County,1,29.7,15.71
South Dakota,Todd County,2,34.18,19.38
South Dakota,Todd County,3,44.66,28.31
South Dakota,Todd County,4,58.1,38.78
South Dakota,Todd County,5,69.14,48.87
South Dakota,Todd County,6,80.19,59.18
South Dakota,Todd County,7,88.9,66.38
South Dakota,Todd County,8,87.86,63.99
South Dakota,Todd County,9,77.01,53.52
South Dakota,Todd County,10,61.63,41.77
South Dakota,Todd County,11,45.21,29.05
South Dakota,Todd County,12,32.4,18.44
South Dakota,Tripp County,1,27.49,13.82
South Dakota,Tripp County,2,32.58,18.25
South Dakota,Tripp County,3,44.55,28.41
South Dakota,Tripp County,4,58.95,39.44
South Dakota,Tripp County,5,70.18,49.7
South Dakota,Tripp County,6,81.35,60.15
South Dakota,Tripp County,7,90.29,67.38
South Dakota,Tripp County,8,89.14,64.81
South Dakota,Tripp County,9,78.04,54.23
South Dakota,Tripp County,10,62.11,42.26
South Dakota,Tripp County,11,45.16,29.02
South Dakota,Tripp County,12,30.86,17.4
South Dakota,Turner County,1,22.99,8.26
South Dakota,Turner County,2,28.84,13.11
South Dakota,Turner County,3,42.97,26.27
South Dakota,Turner County,4,59.27,39.24
South Dakota,Turner County,5,70.93,50.54
South Dakota,Turner County,6,81.21,60.23
South Dakota,Turner County,7,88.79,65.2
South Dakota,Turner County,8,87.89,61.73
South Dakota,Turner County,9,77.65,51.79
South Dakota,Turner County,10,61.97,41.04
South Dakota,Turner County,11,44,27.2
South Dakota,Turner County,12,27.35,13.29
South Dakota,Union County,1,24.18,10.05
South Dakota,Union County,2,29.9,14.87
South Dakota,Union County,3,44.02,27.52
South Dakota,Union County,4,59.99,40.38
South Dakota,Union County,5,71.37,51.51
South Dakota,Union County,6,81.31,61.15
South Dakota,Union County,7,87.87,65.76
South Dakota,Union County,8,87.61,62.42
South Dakota,Union County,9,77.87,52.69
South Dakota,Union County,10,62.54,42.1
South Dakota,Union County,11,44.82,28.58
South Dakota,Union County,12,28.44,15.07
South Dakota,Walworth County,1,21.66,7.47
South Dakota,Walworth County,2,26.92,12.53
South Dakota,Walworth County,3,39.14,24.22
South Dakota,Walworth County,4,56.41,37.05
South Dakota,Walworth County,5,68.51,48.04
South Dakota,Walworth County,6,79.15,57.56
South Dakota,Walworth County,7,88.3,64.96
South Dakota,Walworth County,8,86.81,62.64
South Dakota,Walworth County,9,74.88,52.03
South Dakota,Walworth County,10,59.03,40.05
South Dakota,Walworth County,11,40.8,25.6
South Dakota,Walworth County,12,25.82,12.61
South Dakota,Yankton County,1,24.51,9.82
South Dakota,Yankton County,2,30.21,14.55
South Dakota,Yankton County,3,44.2,27.21
South Dakota,Yankton County,4,60.1,39.86
South Dakota,Yankton County,5,71.61,51.04
South Dakota,Yankton County,6,82.12,60.92
South Dakota,Yankton County,7,89.97,66.28
South Dakota,Yankton County,8,89,62.92
South Dakota,Yankton County,9,78.74,53
South Dakota,Yankton County,10,63.05,41.99
South Dakota,Yankton County,11,45.27,28.26
South Dakota,Yankton County,12,28.8,14.58
South Dakota,Ziebach County,1,25.56,11.43
South Dakota,Ziebach County,2,30.76,16.37
South Dakota,Ziebach County,3,41.97,25.95
South Dakota,Ziebach County,4,57.66,37.58
South Dakota,Ziebach County,5,69.06,47.75
South Dakota,Ziebach County,6,80.21,57.67
South Dakota,Ziebach County,7,89.6,65.85
South Dakota,Ziebach County,8,88.2,63.95
South Dakota,Ziebach County,9,76.24,53.09
South Dakota,Ziebach County,10,60.49,40.73
South Dakota,Ziebach County,11,43.01,27.08
South Dakota,Ziebach County,12,28.83,14.99
Tennessee,Anderson County,1,44.4,29.06
Tennessee,Anderson County,2,48.66,32.19
Tennessee,Anderson County,3,57.08,39.14
Tennessee,Anderson County,4,65.38,47.38
Tennessee,Anderson County,5,73.65,57.23
Tennessee,Anderson County,6,80.82,65.98
Tennessee,Anderson County,7,83.85,70.17
Tennessee,Anderson County,8,83.79,69.44
Tennessee,Anderson County,9,77.93,61.27
Tennessee,Anderson County,10,67.94,49.35
Tennessee,Anderson County,11,57.68,40.14
Tennessee,Anderson County,12,47.53,32
Tennessee,Bedford County,1,45.63,29.98
Tennessee,Bedford County,2,50.21,33.25
Tennessee,Bedford County,3,58.67,40.17
Tennessee,Bedford County,4,67.44,48.57
Tennessee,Bedford County,5,75.78,58.66
Tennessee,Bedford County,6,83.17,67.53
Tennessee,Bedford County,7,86.41,71.96
Tennessee,Bedford County,8,86.55,71.23
Tennessee,Bedford County,9,80.47,62.83
Tennessee,Bedford County,10,69.91,50.57
Tennessee,Bedford County,11,58.88,41.07
Tennessee,Bedford County,12,48.78,32.64
Tennessee,Benton County,1,44.38,28.87
Tennessee,Benton County,2,49.22,32.39
Tennessee,Benton County,3,58.9,40.25
Tennessee,Benton County,4,68.38,48.53
Tennessee,Benton County,5,76.58,58.65
Tennessee,Benton County,6,84.24,67.89
