State,County,Month,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F)
Alabama,Randolph County,6,84.65,69.3
Alabama,Randolph County,7,87.47,73.35
Alabama,Randolph County,8,87.62,73.24
Alabama,Randolph County,9,82.39,65.44
Alabama,Randolph County,10,72.83,53.13
Alabama,Randolph County,11,62.91,43.51
Alabama,Randolph County,12,53.84,36.18
Alabama,Russell County,1,55.3,36.76
Alabama,Russell County,2,59.73,40.02
Alabama,Russell County,3,67.03,46.21
Alabama,Russell County,4,74.28,53.13
Alabama,Russell County,5,81.84,63.27
Alabama,Russell County,6,87.91,71.98
Alabama,Russell County,7,90.02,75.67
Alabama,Russell County,8,89.94,75.72
Alabama,Russell County,9,85.5,68.55
Alabama,Russell County,10,76.55,55.85
Alabama,Russell County,11,66.93,46.04
Alabama,Russell County,12,58.03,38.88
Alabama,St. Clair County,1,50.34,33
Alabama,St. Clair County,2,54.84,36.5
Alabama,St. Clair County,3,62.65,43.09
Alabama,St. Clair County,4,70.5,51
Alabama,St. Clair County,5,78.26,61.14
Alabama,St. Clair County,6,84.82,69.66
Alabama,St. Clair County,7,87.64,73.89
Alabama,St. Clair County,8,88.17,73.57
Alabama,St. Clair County,9,82.63,65.2
Alabama,St. Clair County,10,72.81,52.88
Alabama,St. Clair County,11,62.43,43.28
Alabama,St. Clair County,12,53.14,35.77
Alabama,Shelby County,1,52.04,34.65
Alabama,Shelby County,2,56.49,38.1
Alabama,Shelby County,3,63.96,44.56
Alabama,Shelby County,4,71.61,52.17
Alabama,Shelby County,5,79.17,62.13
Alabama,Shelby County,6,85.39,70.47
Alabama,Shelby County,7,88.3,74.74
Alabama,Shelby County,8,88.62,74.35
Alabama,Shelby County,9,83.35,66.44
Alabama,Shelby County,10,73.86,54.29
Alabama,Shelby County,11,63.69,44.71
Alabama,Shelby County,12,54.71,37.34
Alabama,Sumter County,1,54.56,35.07
Alabama,Sumter County,2,58.97,38.66
Alabama,Sumter County,3,66.63,44.65
Alabama,Sumter County,4,74.12,51.04
Alabama,Sumter County,5,81.58,61.57
Alabama,Sumter County,6,87.59,70.53
Alabama,Sumter County,7,90.17,75.15
Alabama,Sumter County,8,90.41,74.6
Alabama,Sumter County,9,85.59,66.25
Alabama,Sumter County,10,76.29,53.6
Alabama,Sumter County,11,66.1,44.23
Alabama,Sumter County,12,57.24,37.2
Alabama,Talladega County,1,51.5,33.83
Alabama,Talladega County,2,56,37.32
Alabama,Talladega County,3,63.69,43.85
Alabama,Talladega County,4,71.39,51.5
Alabama,Talladega County,5,79.03,61.69
Alabama,Talladega County,6,85.44,70.19
Alabama,Talladega County,7,88.23,74.39
Alabama,Talladega County,8,88.61,74.09
Alabama,Talladega County,9,83.29,65.84
Alabama,Talladega County,10,73.64,53.39
Alabama,Talladega County,11,63.45,43.84
Alabama,Talladega County,12,54.31,36.5
Alabama,Tallapoosa County,1,52.8,35.13
Alabama,Tallapoosa County,2,57.17,38.5
Alabama,Tallapoosa County,3,64.63,44.85
Alabama,Tallapoosa County,4,72.17,52.21
Alabama,Tallapoosa County,5,79.77,62.24
Alabama,Tallapoosa County,6,85.96,70.59
Alabama,Tallapoosa County,7,88.59,74.6
Alabama,Tallapoosa County,8,88.79,74.63
Alabama,Tallapoosa County,9,83.72,66.91
Alabama,Tallapoosa County,10,74.45,54.67
Alabama,Tallapoosa County,11,64.54,44.97
Alabama,Tallapoosa County,12,55.59,37.7
Alabama,Tuscaloosa County,1,52.81,34.4
Alabama,Tuscaloosa County,2,57.35,37.88
Alabama,Tuscaloosa County,3,65.23,44.39
Alabama,Tuscaloosa County,4,72.65,51.41
Alabama,Tuscaloosa County,5,80.08,61.48
Alabama,Tuscaloosa County,6,86.27,70.15
Alabama,Tuscaloosa County,7,89.32,74.84
Alabama,Tuscaloosa County,8,89.74,74.33
Alabama,Tuscaloosa County,9,84.49,66.05
Alabama,Tuscaloosa County,10,75.02,53.63
Alabama,Tuscaloosa County,11,64.7,44.14
Alabama,Tuscaloosa County,12,55.72,36.98
Alabama,Walker County,1,51.46,33.77
Alabama,Walker County,2,56.02,37.28
Alabama,Walker County,3,63.94,44.02
Alabama,Walker County,4,71.62,51.64
Alabama,Walker County,5,79.13,61.58
Alabama,Walker County,6,85.59,70.19
Alabama,Walker County,7,88.68,74.7
Alabama,Walker County,8,89.21,74.21
Alabama,Walker County,9,83.67,65.81
Alabama,Walker County,10,73.97,53.59
Alabama,Walker County,11,63.6,44.12
Alabama,Walker County,12,54.4,36.54
Alabama,Washington County,1,58.13,37.58
Alabama,Washington County,2,61.97,40.96
Alabama,Washington County,3,69.09,46.84
Alabama,Washington County,4,75.97,53.22
Alabama,Washington County,5,82.63,62.95
Alabama,Washington County,6,87.85,71.38
Alabama,Washington County,7,89.94,75.51
Alabama,Washington County,8,90.04,75.37
Alabama,Washington County,9,85.82,67.93
Alabama,Washington County,10,77.95,55.52
Alabama,Washington County,11,68.79,46.19
Alabama,Washington County,12,60.64,39.38
Alabama,Wilcox County,1,56.41,36.38
Alabama,Wilcox County,2,60.61,39.62
Alabama,Wilcox County,3,67.79,45.52
Alabama,Wilcox County,4,74.83,51.91
Alabama,Wilcox County,5,82.31,62.23
Alabama,Wilcox County,6,87.94,70.95
Alabama,Wilcox County,7,90.27,75.39
Alabama,Wilcox County,8,90.33,75.01
Alabama,Wilcox County,9,85.96,67.45
Alabama,Wilcox County,10,77.13,54.57
Alabama,Wilcox County,11,67.43,45.2
Alabama,Wilcox County,12,58.9,38.36
Alabama,Winston County,1,49.45,32.83
Alabama,Winston County,2,54,36.24
Alabama,Winston County,3,61.97,43.16
Alabama,Winston County,4,69.95,51.22
Alabama,Winston County,5,77.66,61.22
Alabama,Winston County,6,84.38,69.84
Alabama,Winston County,7,87.42,74.06
Alabama,Winston County,8,88.04,73.48
Alabama,Winston County,9,82.32,65.03
Alabama,Winston County,10,72.27,53.03
Alabama,Winston County,11,61.73,43.54
Alabama,Winston County,12,52.33,35.64
Arizona,Apache County,1,38.16,25.57
Arizona,Apache County,2,43.04,29.01
Arizona,Apache County,3,51.65,34.74
Arizona,Apache County,4,60.67,40.78
Arizona,Apache County,5,70.61,49.46
Arizona,Apache County,6,81.14,58.65
Arizona,Apache County,7,85.5,65.68
Arizona,Apache County,8,83.01,64.72
Arizona,Apache County,9,76.47,57.77
Arizona,Apache County,10,64.36,46.04
Arizona,Apache County,11,51.26,34.5
Arizona,Apache County,12,40.28,26.65
Arizona,Cochise County,1,54.9,37.59
Arizona,Cochise County,2,58.53,40.25
Arizona,Cochise County,3,64.5,44
Arizona,Cochise County,4,72.44,49.47
Arizona,Cochise County,5,81.29,57
Arizona,Cochise County,6,90.25,65.82
Arizona,Cochise County,7,91.02,70.77
Arizona,Cochise County,8,88.59,69.39
Arizona,Cochise County,9,84.94,64.68
Arizona,Cochise County,10,75.25,54.95
Arizona,Cochise County,11,63.89,44.14
Arizona,Cochise County,12,55.37,37.57
Arizona,Coconino County,1,40.97,27.53
Arizona,Coconino County,2,45.36,30.73
Arizona,Coconino County,3,53.33,36.34
Arizona,Coconino County,4,61.73,42.03
Arizona,Coconino County,5,71.83,50.77
Arizona,Coconino County,6,82.38,59.67
Arizona,Coconino County,7,87.52,67.37
Arizona,Coconino County,8,85.25,66.72
Arizona,Coconino County,9,78.49,59.61
Arizona,Coconino County,10,66.13,47.48
Arizona,Coconino County,11,52.76,35.59
Arizona,Coconino County,12,42.5,28.05
Arizona,Gila County,1,51,35.05
Arizona,Gila County,2,53.73,37.17
Arizona,Gila County,3,59.29,41.23
Arizona,Gila County,4,67.36,46.78
Arizona,Gila County,5,77.03,54.64
Arizona,Gila County,6,87.19,63.33
Arizona,Gila County,7,90.49,69.59
Arizona,Gila County,8,88.27,69.46
Arizona,Gila County,9,83.46,64.08
Arizona,Gila County,10,72.55,53.02
Arizona,Gila County,11,60.5,41.8
Arizona,Gila County,12,51.68,35
Arizona,Graham County,1,53.5,36.76
Arizona,Graham County,2,57.04,39.37
Arizona,Graham County,3,62.88,43.05
Arizona,Graham County,4,71.19,48.66
Arizona,Graham County,5,80.64,56.53
Arizona,Graham County,6,90.42,65.75
Arizona,Graham County,7,92.46,71.7
Arizona,Graham County,8,89.97,70.87
Arizona,Graham County,9,85.56,65.31
Arizona,Graham County,10,74.79,54.57
Arizona,Graham County,11,62.7,43.35
Arizona,Graham County,12,53.88,36.66
Arizona,Greenlee County,1,48.94,33.15
Arizona,Greenlee County,2,52.51,35.64
Arizona,Greenlee County,3,58.74,39.44
Arizona,Greenlee County,4,67.27,45.23
Arizona,Greenlee County,5,76.64,53.28
Arizona,Greenlee County,6,86.25,62.35
Arizona,Greenlee County,7,88.11,67.8
Arizona,Greenlee County,8,85.4,66.62
Arizona,Greenlee County,9,80.99,61.1
Arizona,Greenlee County,10,70.21,50.54
Arizona,Greenlee County,11,58.16,39.68
Arizona,Greenlee County,12,49.49,33.24
Arizona,La Paz County,1,61.56,45.05
Arizona,La Paz County,2,65.71,48.25
Arizona,La Paz County,3,72.16,53.77
Arizona,La Paz County,4,80.4,59.28
Arizona,La Paz County,5,89.63,66.31
Arizona,La Paz County,6,98.95,74.06
Arizona,La Paz County,7,103.08,81.34
Arizona,La Paz County,8,101.46,82.61
Arizona,La Paz County,9,96.1,77.94
Arizona,La Paz County,10,84.42,66.37
Arizona,La Paz County,11,71.08,53.17
Arizona,La Paz County,12,61.14,44.69
Arizona,Maricopa County,1,62.09,44.99
Arizona,Maricopa County,2,66.01,48.18
Arizona,Maricopa County,3,72.2,53.39
Arizona,Maricopa County,4,80.43,58.89
Arizona,Maricopa County,5,89.63,65.86
Arizona,Maricopa County,6,99.18,73.63
Arizona,Maricopa County,7,102.43,80.95
Arizona,Maricopa County,8,100.56,82
Arizona,Maricopa County,9,95.95,77.14
Arizona,Maricopa County,10,84.77,65.88
Arizona,Maricopa County,11,71.52,52.97
Arizona,Maricopa County,12,61.81,44.62
Arizona,Mohave County,1,50.67,35.66
Arizona,Mohave County,2,54.41,38.59
Arizona,Mohave County,3,61.46,44.01
Arizona,Mohave County,4,69.7,49.79
Arizona,Mohave County,5,79.8,58.15
Arizona,Mohave County,6,89.98,66.54
Arizona,Mohave County,7,95.33,74.5
Arizona,Mohave County,8,93.35,74.59
Arizona,Mohave County,9,86.87,67.93
Arizona,Mohave County,10,74.33,55.54
Arizona,Mohave County,11,60.77,43.14
Arizona,Mohave County,12,51.38,35.76
Arizona,Navajo County,1,40.73,27.79
Arizona,Navajo County,2,45.75,31.35
Arizona,Navajo County,3,53.81,36.89
Arizona,Navajo County,4,62.46,42.79
Arizona,Navajo County,5,72.41,51.45
Arizona,Navajo County,6,82.96,60.66
Arizona,Navajo County,7,87.64,67.95
Arizona,Navajo County,8,85.18,67.14
Arizona,Navajo County,9,78.51,60.19
Arizona,Navajo County,10,66.26,48.26
Arizona,Navajo County,11,53.02,36.53
Arizona,Navajo County,12,42.06,28.47
Arizona,Pima County,1,60.82,43.44
Arizona,Pima County,2,63.93,46.07
Arizona,Pima County,3,69.5,50.18
Arizona,Pima County,4,77.13,55.13
Arizona,Pima County,5,85.75,61.55
Arizona,Pima County,6,94.76,69.51
Arizona,Pima County,7,96.45,75.98
Arizona,Pima County,8,94.47,75.97
Arizona,Pima County,9,90.97,71.8
Arizona,Pima County,10,81.14,61.93
Arizona,Pima County,11,69.64,50.64
Arizona,Pima County,12,61,43.44
Arizona,Pinal County,1,61.04,43.54
Arizona,Pinal County,2,64.59,46.47
Arizona,Pinal County,3,70.41,51.15
Arizona,Pinal County,4,78.73,56.94
Arizona,Pinal County,5,88.11,64.55
Arizona,Pinal County,6,97.72,72.94
Arizona,Pinal County,7,100.22,79.82
Arizona,Pinal County,8,98.12,79.93
Arizona,Pinal County,9,94,74.67
Arizona,Pinal County,10,83.16,63.33
Arizona,Pinal County,11,70.4,51.11
Arizona,Pinal County,12,61.05,43.31
Arizona,Santa Cruz County,1,56.23,38.26
Arizona,Santa Cruz County,2,58.76,40.2
Arizona,Santa Cruz County,3,63.82,43.39
Arizona,Santa Cruz County,4,71.07,48.42
Arizona,Santa Cruz County,5,79.45,55.19
Arizona,Santa Cruz County,6,88.25,63.7
Arizona,Santa Cruz County,7,88.9,68.45
Arizona,Santa Cruz County,8,86.76,67.17
Arizona,Santa Cruz County,9,83.73,63.41
Arizona,Santa Cruz County,10,74.75,54.32
Arizona,Santa Cruz County,11,64.53,44.39
Arizona,Santa Cruz County,12,56.83,38.31
Arizona,Yavapai County,1,50.54,35.08
Arizona,Yavapai County,2,53.26,37.28
Arizona,Yavapai County,3,59.17,41.82
Arizona,Yavapai County,4,66.97,47.23
Arizona,Yavapai County,5,76.47,55.33
Arizona,Yavapai County,6,86.5,63.9
Arizona,Yavapai County,7,90.71,70.94
Arizona,Yavapai County,8,88.69,70.85
Arizona,Yavapai County,9,83.33,65.14
Arizona,Yavapai County,10,72.18,53.51
Arizona,Yavapai County,11,60.03,42.08
Arizona,Yavapai County,12,51.26,35.21
Arizona,Yuma County,1,64.33,45.65
Arizona,Yuma County,2,68.69,49.24
Arizona,Yuma County,3,75.08,54.64
Arizona,Yuma County,4,82.86,59.88
Arizona,Yuma County,5,91.27,66.27
Arizona,Yuma County,6,100.13,73.9
Arizona,Yuma County,7,103.61,81.16
Arizona,Yuma County,8,102.39,82.67
Arizona,Yuma County,9,97.78,78.73
Arizona,Yuma County,10,86.73,67.44
Arizona,Yuma County,11,73.64,53.99
Arizona,Yuma County,12,63.78,45.33
Arkansas,Arkansas County,1,49.47,33.6
Arkansas,Arkansas County,2,54.17,36.99
Arkansas,Arkansas County,3,63.13,43.94
Arkansas,Arkansas County,4,72.29,51.73
Arkansas,Arkansas County,5,80.77,62.63
Arkansas,Arkansas County,6,88.4,71.49
Arkansas,Arkansas County,7,92.25,75.2
Arkansas,Arkansas County,8,93.37,73.38
Arkansas,Arkansas County,9,87.29,64.85
Arkansas,Arkansas County,10,75.82,53.5
Arkansas,Arkansas County,11,63.37,44.27
Arkansas,Arkansas County,12,52.57,36.04
Arkansas,Ashley County,1,53.45,35.65
Arkansas,Ashley County,2,57.84,39.11
Arkansas,Ashley County,3,66.09,45.65
Arkansas,Ashley County,4,74.5,52.75
Arkansas,Ashley County,5,82.35,63.68
Arkansas,Ashley County,6,88.94,72.15
Arkansas,Ashley County,7,92.31,75.86
Arkansas,Ashley County,8,93.04,74.63
Arkansas,Ashley County,9,87.54,66.49
Arkansas,Ashley County,10,77.46,55
Arkansas,Ashley County,11,66.04,45.72
Arkansas,Ashley County,12,56.04,37.78
Arkansas,Baxter County,1,45.21,28.15
Arkansas,Baxter County,2,50.47,32.19
Arkansas,Baxter County,3,59.91,40.31
Arkansas,Baxter County,4,68.71,48.28
Arkansas,Baxter County,5,76.39,58.42
Arkansas,Baxter County,6,84.72,68.08
Arkansas,Baxter County,7,89.8,72.61
Arkansas,Baxter County,8,90.72,71.52
Arkansas,Baxter County,9,82.83,61.87
Arkansas,Baxter County,10,71.92,50.95
Arkansas,Baxter County,11,59.55,40.39
Arkansas,Baxter County,12,48.08,31.08
Arkansas,Benton County,1,44.14,27.01
Arkansas,Benton County,2,49.5,31.08
Arkansas,Benton County,3,59.17,38.93
Arkansas,Benton County,4,67.56,46.74
Arkansas,Benton County,5,75.2,56.9
Arkansas,Benton County,6,83.22,66.27
Arkansas,Benton County,7,88.98,70.8
Arkansas,Benton County,8,89.61,69.68
Arkansas,Benton County,9,81.23,60.31
Arkansas,Benton County,10,70.66,49.8
Arkansas,Benton County,11,58.34,39.2
Arkansas,Benton County,12,47.12,29.58
Arkansas,Boone County,1,44.56,27.58
Arkansas,Boone County,2,49.67,31.55
Arkansas,Boone County,3,59.01,39.59
Arkansas,Boone County,4,67.5,47.57
Arkansas,Boone County,5,75.14,57.57
Arkansas,Boone County,6,83.21,66.91
Arkansas,Boone County,7,88.46,71.39
Arkansas,Boone County,8,89.21,70.37
Arkansas,Boone County,9,81.26,61.08
Arkansas,Boone County,10,70.66,50.44
Arkansas,Boone County,11,58.58,39.85
Arkansas,Boone County,12,47.43,30.49
Arkansas,Bradley County,1,53.14,34.18
Arkansas,Bradley County,2,57.47,37.89
Arkansas,Bradley County,3,65.89,44.54
Arkansas,Bradley County,4,74.2,51.47
Arkansas,Bradley County,5,81.41,61.95
Arkansas,Bradley County,6,88.23,70.69
Arkansas,Bradley County,7,92.16,74.76
Arkansas,Bradley County,8,92.85,73.64
Arkansas,Bradley County,9,87.04,65.2
Arkansas,Bradley County,10,77.02,53.62
Arkansas,Bradley County,11,65.71,44.28
Arkansas,Bradley County,12,55.63,36.28
Arkansas,Calhoun County,1,53.41,33.77
Arkansas,Calhoun County,2,57.74,37.68
Arkansas,Calhoun County,3,66.24,44.27
Arkansas,Calhoun County,4,74.58,51.11
Arkansas,Calhoun County,5,81.47,61.51
Arkansas,Calhoun County,6,88.16,70.31
Arkansas,Calhoun County,7,92.12,74.44
Arkansas,Calhoun County,8,92.83,73.48
Arkansas,Calhoun County,9,86.96,64.94
Arkansas,Calhoun County,10,77.24,53.36
Arkansas,Calhoun County,11,65.97,43.95
Arkansas,Calhoun County,12,55.82,35.88
Arkansas,Carroll County,1,43.77,26.69
Arkansas,Carroll County,2,48.95,30.74
Arkansas,Carroll County,3,58.2,38.59
Arkansas,Carroll County,4,66.79,46.58
Arkansas,Carroll County,5,74.43,56.64
Arkansas,Carroll County,6,82.42,65.93
Arkansas,Carroll County,7,87.81,70.43
Arkansas,Carroll County,8,88.56,69.43
Arkansas,Carroll County,9,80.48,60.15
Arkansas,Carroll County,10,69.88,49.55
Arkansas,Carroll County,11,57.66,38.94
Arkansas,Carroll County,12,46.69,29.49
Arkansas,Chicot County,1,52.55,35.37
Arkansas,Chicot County,2,57.04,38.6
Arkansas,Chicot County,3,65.52,45.04
Arkansas,Chicot County,4,74.4,52.6
Arkansas,Chicot County,5,82.75,64.02
Arkansas,Chicot County,6,89.26,72.41
Arkansas,Chicot County,7,92.23,75.73
Arkansas,Chicot County,8,93.13,74.06
Arkansas,Chicot County,9,87.83,66.02
Arkansas,Chicot County,10,77.52,54.6
Arkansas,Chicot County,11,65.68,45.4
Arkansas,Chicot County,12,55.29,37.45
Arkansas,Clark County,1,52.06,34.01
Arkansas,Clark County,2,56.47,37.79
Arkansas,Clark County,3,65.15,44.69
Arkansas,Clark County,4,73.44,51.93
Arkansas,Clark County,5,80.17,62.18
Arkansas,Clark County,6,87.08,70.86
Arkansas,Clark County,7,91.37,74.85
Arkansas,Clark County,8,91.88,73.75
Arkansas,Clark County,9,85.71,65.59
Arkansas,Clark County,10,76.25,54.78
Arkansas,Clark County,11,64.61,44.72
Arkansas,Clark County,12,54.39,36.13
Arkansas,Clay County,1,43.71,29.26
Arkansas,Clay County,2,48.86,32.84
Arkansas,Clay County,3,58.91,40.71
Arkansas,Clay County,4,68.98,49.36
Arkansas,Clay County,5,78.2,60.56
Arkansas,Clay County,6,86.76,70.09
Arkansas,Clay County,7,90.48,73.98
Arkansas,Clay County,8,91.41,71.9
Arkansas,Clay County,9,84.15,62.12
Arkansas,Clay County,10,72.23,50.9
Arkansas,Clay County,11,59.07,40.95
Arkansas,Clay County,12,47.01,32.01
Arkansas,Cleburne County,1,45.51,30.42
Arkansas,Cleburne County,2,50.55,34.28
Arkansas,Cleburne County,3,59.46,41.76
Arkansas,Cleburne County,4,68.54,49.96
Arkansas,Cleburne County,5,76.41,60.14
Arkansas,Cleburne County,6,85.1,69.53
Arkansas,Cleburne County,7,90.23,73.96
Arkansas,Cleburne County,8,91.12,73.02
Arkansas,Cleburne County,9,83.3,63.86
Arkansas,Cleburne County,10,71.86,52.68
Arkansas,Cleburne County,11,59.29,42.17
Arkansas,Cleburne County,12,48.28,33.01
Arkansas,Cleveland County,1,51.54,32.89
Arkansas,Cleveland County,2,55.93,36.5
Arkansas,Cleveland County,3,64.44,43.44
Arkansas,Cleveland County,4,73,50.69
Arkansas,Cleveland County,5,80.56,61.19
Arkansas,Cleveland County,6,87.91,70.14
Arkansas,Cleveland County,7,92.25,74.31
Arkansas,Cleveland County,8,92.87,72.84
Arkansas,Cleveland County,9,86.81,64.2
Arkansas,Cleveland County,10,76.07,52.63
Arkansas,Cleveland County,11,64.25,43.17
Arkansas,Cleveland County,12,54,35.04
Arkansas,Columbia County,1,54.23,34.76
Arkansas,Columbia County,2,58.53,38.51
Arkansas,Columbia County,3,66.96,45.04
Arkansas,Columbia County,4,75.24,51.62
Arkansas,Columbia County,5,81.67,62.05
Arkansas,Columbia County,6,88.12,70.67
Arkansas,Columbia County,7,91.99,74.49
Arkansas,Columbia County,8,92.68,73.7
Arkansas,Columbia County,9,86.94,65.59
Arkansas,Columbia County,10,77.76,54.49
Arkansas,Columbia County,11,66.51,44.82
Arkansas,Columbia County,12,56.54,36.84
Arkansas,Conway County,1,47.99,31.31
Arkansas,Conway County,2,52.92,35.19
Arkansas,Conway County,3,61.73,42.62
Arkansas,Conway County,4,70.39,50.46
Arkansas,Conway County,5,77.98,60.76
Arkansas,Conway County,6,85.88,69.97
Arkansas,Conway County,7,90.51,74.27
Arkansas,Conway County,8,91.2,73.19
Arkansas,Conway County,9,83.97,64.33
Arkansas,Conway County,10,73.34,53.19
Arkansas,Conway County,11,61.29,42.86
Arkansas,Conway County,12,50.56,33.79
Arkansas,Craighead County,1,44.96,29.97
Arkansas,Craighead County,2,50.03,33.34
Arkansas,Craighead County,3,60.05,41.48
Arkansas,Craighead County,4,70,49.96
Arkansas,Craighead County,5,79.06,61.26
Arkansas,Craighead County,6,87.52,70.69
Arkansas,Craighead County,7,90.79,74.13
Arkansas,Craighead County,8,91.61,71.78
Arkansas,Craighead County,9,84.84,62.33
Arkansas,Craighead County,10,73.17,51.2
Arkansas,Craighead County,11,60.23,41.56
Arkansas,Craighead County,12,48.45,32.82
Arkansas,Crawford County,1,47.06,30.5
Arkansas,Crawford County,2,52.18,34.48
Arkansas,Crawford County,3,61.3,42.1
Arkansas,Crawford County,4,69.56,49.55
Arkansas,Crawford County,5,77.06,59.74
Arkansas,Crawford County,6,84.74,68.73
Arkansas,Crawford County,7,90.07,73.08
Arkansas,Crawford County,8,90.75,72.12
Arkansas,Crawford County,9,82.85,63.26
Arkansas,Crawford County,10,72.41,52.62
Arkansas,Crawford County,11,60.28,42.24
Arkansas,Crawford County,12,49.5,33.06
Arkansas,Crittenden County,1,46.84,31.3
Arkansas,Crittenden County,2,51.97,34.91
Arkansas,Crittenden County,3,61.32,42.45
Arkansas,Crittenden County,4,70.84,50.61
Arkansas,Crittenden County,5,79.68,61.8
Arkansas,Crittenden County,6,87.8,70.99
Arkansas,Crittenden County,7,90.9,74.42
Arkansas,Crittenden County,8,91.63,72.15
Arkansas,Crittenden County,9,85.54,62.99
Arkansas,Crittenden County,10,74.22,51.85
Arkansas,Crittenden County,11,61.61,42.66
Arkansas,Crittenden County,12,50.36,34.13
Arkansas,Cross County,1,46.36,30.89
Arkansas,Cross County,2,51.44,34.31
Arkansas,Cross County,3,61.08,42.15
Arkansas,Cross County,4,70.76,50.35
Arkansas,Cross County,5,79.78,61.69
Arkansas,Cross County,6,87.93,70.91
Arkansas,Cross County,7,91.1,74.22
Arkansas,Cross County,8,91.92,71.77
Arkansas,Cross County,9,85.68,62.61
Arkansas,Cross County,10,74.14,51.62
Arkansas,Cross County,11,61.36,42.35
Arkansas,Cross County,12,49.9,33.69
Arkansas,Dallas County,1,51.92,32.72
Arkansas,Dallas County,2,56.26,36.56
Arkansas,Dallas County,3,64.93,43.55
Arkansas,Dallas County,4,73.29,50.78
